 jsonID program  priority  order airmass sep_moon                         json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]                                                                                          json_filename
      5  desirt         0     10    2.40    150.2               DESIRT_2025abcr.json  26.65 -15.37 2026-03-07T00:12:45.887 21:12 19:12    0.00      0.0      0.00     5.50     5.50             /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260306/DESIRT_2025abcr.json
     15     yse         0     20    1.26    132.3                      2025aarm.json  68.05  -5.29 2026-03-07T00:18:15.887 21:18 19:18   41.87      0.0      1.54     2.67     4.20                       /Users/arest/observing/decat_pointings/json_files/2026A/yse/260306/2025aarm.json
     24     yse         0     30    1.21    126.8                           253.json  61.28 -24.71 2026-03-07T00:22:28.004 21:22 19:22   20.47      0.0      0.75    16.00    16.75                            /Users/arest/observing/decat_pointings/json_files/2026A/yse/260306/253.json
     19     yse         0     40    1.28    126.0                       2025tis.json  58.84 -28.07 2026-03-07T00:39:13.046 21:39 19:39    4.01      0.0      0.15     3.33     3.48                        /Users/arest/observing/decat_pointings/json_files/2026A/yse/260306/2025tis.json
     27     yse         0     50    1.40    129.3                        XECDFS.json  52.98 -28.08 2026-03-07T00:42:41.876 21:42 19:42    5.17      0.0      0.19    10.67    10.86                         /Users/arest/observing/decat_pointings/json_files/2026A/yse/260306/XECDFS.json
     28     yse         0     60    1.29    109.1                         XEDFS.json  61.25 -48.42 2026-03-07T00:53:33.256 21:53 19:53   21.32      1.0      3.78    21.33    25.12                          /Users/arest/observing/decat_pointings/json_files/2026A/yse/260306/XEDFS.json
      6  desirt         0     70    1.36    125.5            DESIRT_80_2025_i_1.json  66.49 -21.30 2026-03-07T01:18:40.163 22:18 20:18   27.45      1.0      4.01     9.17    13.17          /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260306/DESIRT_80_2025_i_1.json
      7  desirt         0     80    1.35    122.7            DESIRT_80_2025_i_2.json  70.62 -20.89 2026-03-07T01:31:50.545 22:31 20:31    3.88      0.0      0.14     9.17     9.31          /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260306/DESIRT_80_2025_i_2.json
      8  desirt         0     90    1.31    119.2            DESIRT_80_2025_i_3.json  75.06 -21.09 2026-03-07T01:41:09.076 22:41 20:41    4.15      0.0      0.15     9.17     9.32          /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260306/DESIRT_80_2025_i_3.json
      9  desirt         0    100    1.28    115.7            DESIRT_80_2025_i_4.json  79.18 -21.50 2026-03-07T01:50:28.198 22:50 20:50    3.86      0.0      0.14     9.17     9.31          /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260306/DESIRT_80_2025_i_4.json
