UT -14 deg twilight: 2026-06-16T22:56:22.049 2026-06-17T10:31:55.625
UT middle of the night: 2026-06-17T04:44:08.837

timezone CLT: America/SantiagoCLT -14 deg twilight: 06/16/2026,   18:56:22 to 06:31:55
timezone ET: America/New_YorkET  -14 deg twilight: 06/16/2026,   18:56:22 to 06:31:55
timezone PT: America/Los_AngelesPT  -14 deg twilight: 06/16/2026,   15:56:22 to 03:31:55
CLT middle of the night: 00:44:08
ET  middle of the night: 00:44:08
PT  middle of the night: 21:44:08


UT -14 deg twilight: 2026-06-16T22:56:22.049 2026-06-17T10:31:55.625
UT middle of the night: 2026-06-17T04:44:08.837

timezone CLT: America/SantiagoCLT -14 deg twilight: 06/16/2026,   18:56:22 to 06:31:55
timezone ET: America/New_YorkET  -14 deg twilight: 06/16/2026,   18:56:22 to 06:31:55
timezone PT: America/Los_AngelesPT  -14 deg twilight: 06/16/2026,   15:56:22 to 03:31:55
CLT middle of the night: 00:44:08
ET  middle of the night: 00:44:08
PT  middle of the night: 21:44:08



#####################
### OBSPLAN:
#####################
 jsonID program  priority  order airmass sep_moon                            json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
      0     twi         0     10    1.70     26.3     SheppardTwilightJun16evening.json 125.99   1.64 2026-06-16T22:30:30.049 18:30 18:30    0.00      0.0      0.00    25.87    25.87
     28     yse         0     20    1.35     41.7                             XCOS.json 150.11   2.27 2026-06-16T22:56:22.049 18:56 18:56   24.11      0.0      0.88     5.33     6.22
     46     yse         0     30    1.18     62.8                          2026ayt.json 141.84 -31.92 2026-06-16T23:02:35.096 19:02 19:02   35.08      1.0      4.29     2.33     6.62
     50     yse         0     40    1.44     94.2                          2026hkg.json 135.89 -67.88 2026-06-16T23:09:12.271 19:09 19:09   36.13      0.0      1.32     3.33     4.66
     30     eta         0     50    1.19     93.0          etale.ec0915.griz.11min.json 161.26 -59.68 2026-06-16T23:13:51.756 19:13 19:13   13.72      0.0      0.50    10.33    10.84
     47     yse         0     60    1.09     70.1                          2026ayz.json 158.46 -30.93 2026-06-16T23:24:41.946 19:24 19:24   28.82      1.0      4.06     3.33     7.39
      1    dosc         0     70    1.06     71.1     1_OMLApex.260616_g_5-dithpos.json 166.68 -24.98 2026-06-16T23:32:05.346 19:32 19:32    9.38      0.0      0.34    12.50    12.84
      2    dosc         0     80    1.08     71.0     2_OMLApex.260616_r_6-dithpos.json 166.68 -24.98 2026-06-16T23:44:55.987 19:44 19:44    0.00      0.0      0.00    15.00    15.00
      3    dosc         0     90    1.10     70.9    3_OMLApex.260616_i_11-dithpos.json 166.68 -24.98 2026-06-16T23:59:55.987 19:59 19:59    0.00      0.0      0.00    27.50    27.50
     48     yse         0    100    1.12     74.7                          2026gvk.json 169.96 -27.78 2026-06-17T00:27:25.987 20:27 20:27    4.06      0.0      0.15     2.33     2.48
