Code,Target-Name,RA,DEC,Equinox,comment,lii,bii,eclon,eclat,ilon,ilat
FEa01,Field Ea 01,10:21:49.36, +07:50:57.7,J2000,2024-06-28 sunset field: ilon=0 ilat=1,234.45284,49.69696,154.39329,-2.2,0,1
FEa02,Field Ea 02,10:19:12.04, +06:10:15.7,J2000,2024-06-28 sunset field: ilon=0 ilat=0,236.02035,48.22013,154.39329,-4.0,0,0
FEa03,Field Ea 03,10:16:35.72, +04:29:30.9,J2000,2024-06-28 sunset field: ilon=0 ilat=-1,237.49935,46.72320,154.39329,-5.8,0,-1
FEa04,Field Ea 04,10:23:17.37, +03:50:35.1,J2000,2024-06-28 sunset field: ilon=1 ilat=1,239.72765,47.67990,156.19329,-5.8,1,1
FEa05,Field Ea 05,10:25:55.65, +05:31:07.6,J2000,2024-06-28 sunset field: ilon=1 ilat=0,238.29318,49.20791,156.19329,-4.0,1,0
FEa06,Field Ea 06,10:28:34.83, +07:11:37.5,J2000,2024-06-28 sunset field: ilon=1 ilat=-1,236.76780,50.71703,156.19329,-2.2,1,-1
FEa07,Field Ea 07,10:35:18.94, +06:31:47.9,J2000,2024-06-28 sunset field: ilon=2 ilat=1,239.18511,51.68741,157.99329,-2.2,2,1
FEa08,Field Ea 08,10:32:38.03, +04:51:29.5,J2000,2024-06-28 sunset field: ilon=2 ilat=0,240.65957,50.14591,157.99329,-4.0,2,0
FEa09,Field Ea 09,10:29:57.91, +03:11:08.6,J2000,2024-06-28 sunset field: ilon=2 ilat=-1,242.04144,48.58692,157.99329,-5.8,2,-1
