  expid     ra   dec     ut fil  time  secz   psf   sky  cloud  teff           Object                   utdate ut_decimal  twi     program  blockID
 993693  134.8 -28.8  22:49   r     5  1.00  2.29  3.76   0.07  0.01         pointing  2021-05-05T22:49:00.000    -1.1833    2  TECHSETUP1        1
 993694  134.8 -28.8  22:51   r    30  1.00  1.41  3.35   0.05  0.02         pointing  2021-05-05T22:51:00.000    -1.1500    2  TECHSETUP1        1
 993695  134.8 -28.8  22:53   z    15  1.00  1.08  1.52  -0.01  0.16   SDSSJ1048-0000  2021-05-05T22:53:00.000    -1.1167    2  STANDARDS1        2
 993696  134.8 -28.8  22:54   i    15  1.00  1.13  2.45  -0.23  0.07   SDSSJ1048-0000  2021-05-05T22:54:00.000    -1.1000    2  STANDARDS1        2
 993697  134.8 -28.8  22:56   z    15  1.00  1.04  1.05  -0.04  0.27   SDSSJ1048-0000  2021-05-05T22:56:00.000    -1.0667    2  STANDARDS1        2
 993698  134.8 -28.8  22:56   i    15  1.00  1.17  1.84  -0.26  0.11   SDSSJ1048-0000  2021-05-05T22:56:00.000    -1.0667    2  STANDARDS1        2
 993699  162.0   0.0  23:01   Y    20  1.26  1.56  0.61   0.24  0.16   SDSSJ1048-0000  2021-05-05T23:01:00.000    -0.9833    1  STANDARDS1        3
 993700  162.0   0.0  23:01   z    15  1.26  1.31  0.82   0.07  0.21   SDSSJ1048-0000  2021-05-05T23:01:00.000    -0.9833    1  STANDARDS1        3
 993701  162.0   0.0  23:02   i    15  1.26  1.23  1.27   0.00  0.17   SDSSJ1048-0000  2021-05-05T23:02:00.000    -0.9667    1  STANDARDS1        3
 993702  162.0   0.0  23:03   r    15  1.26  1.39  1.50   0.04  0.11   SDSSJ1048-0000  2021-05-05T23:03:00.000    -0.9500    1  STANDARDS1        3
 993703  162.0   0.0  23:03   g    15  1.26  1.53  1.90   0.12  0.07   SDSSJ1048-0000  2021-05-05T23:03:00.000    -0.9500    1  STANDARDS1        3
 993704  162.0   0.0  23:04   u    30  1.25  1.40 -1.75  -0.10  2.75   SDSSJ1048-0000  2021-05-05T23:04:00.000    -0.9333    1  STANDARDS1        3
 993705   83.0 -21.9  23:08   z     2  1.60  1.80  0.95   0.06  0.10       2021jad_P1  2021-05-05T23:08:00.000    -0.8667    0      DEBASS        4
 993706   83.0 -21.9  23:09   i     2  1.61  1.59  1.36  -0.19  0.09       2021jad_P1  2021-05-05T23:09:00.000    -0.8500    0      DEBASS        4
 993707   83.0 -21.9  23:09   r     2  1.61  1.66  1.49   0.15  0.08       2021jad_P1  2021-05-05T23:09:00.000    -0.8500    0      DEBASS        4
 993708   83.0 -21.9  23:10   g     2  1.61  1.80  1.69   0.21  0.06       2021jad_P1  2021-05-05T23:10:00.000    -0.8333    0      DEBASS        4
 993709   83.0 -21.9  23:10   u    50  1.62  2.16 -2.06  -0.19  1.54       2021jad_P1  2021-05-05T23:10:00.000    -0.8333    0      DEBASS        4
 993710  138.1 -27.4  23:14   i    15  1.00  1.20  0.34  -0.21  0.41       2021knh_P1  2021-05-05T23:14:00.000    -0.7667    0      DEBASS        4
