  expid     ra   dec     ut fil  time  secz   psf   sky  cloud  teff           Object                   utdate ut_decimal  twi     program  blockID
 990740  126.7 -29.2  22:55   r     5  1.00  1.22  4.13  -0.48  0.01         pointing  2021-04-28T22:55:00.000    -1.0833    2  TECHSETUP1        1
 990741  126.7 -29.2  22:56   r    30  1.00  1.17  3.72  -0.46  0.02         pointing  2021-04-28T22:56:00.000    -1.0667    2  TECHSETUP1        1
 990742   53.1 -27.8  23:00   u    30  2.55   NaN   NaN    NaN   NaN       C26202/HST  2021-04-28T23:00:00.000    -1.0000    2  STANDARDS1        2
 990743   53.1 -27.8  23:01   z    10  2.56   NaN   NaN    NaN   NaN       C26202/HST  2021-04-28T23:01:00.000    -0.9833    2  STANDARDS1        2
 990744   53.1 -27.8  23:02   i    10  2.57   NaN   NaN    NaN   NaN       C26202/HST  2021-04-28T23:02:00.000    -0.9667    2  STANDARDS1        2
 990745   53.1 -27.8  23:03   r    10  2.59   NaN   NaN    NaN   NaN       C26202/HST  2021-04-28T23:03:00.000    -0.9500    2  STANDARDS1        2
 990746   53.1 -27.8  23:03   g    10  2.60  1.80  4.54   0.38  0.00       C26202/HST  2021-04-28T23:03:00.000    -0.9500    2  STANDARDS1        2
 990747   83.0 -21.9  23:05   Y     5  1.41  1.09  1.11   0.17  0.22       2021jad_P1  2021-04-28T23:05:00.000    -0.9167    1      DEBASS        3
 990748   83.0 -21.9  23:06   z     2  1.41  1.04  1.82   0.04  0.13       2021jad_P1  2021-04-28T23:06:00.000    -0.9000    1      DEBASS        3
 990749   83.0 -21.9  23:06   z     2  1.41  1.05  1.74   0.09  0.14       2021jad_P1  2021-04-28T23:06:00.000    -0.9000    1      DEBASS        3
 990750   83.0 -21.9  23:07   i     2  1.42  1.29  2.63  -0.16  0.04       2021jad_P1  2021-04-28T23:07:00.000    -0.8833    1      DEBASS        3
 990751   83.0 -21.9  23:07   i     2  1.42  1.16  2.54  -0.14  0.06       2021jad_P1  2021-04-28T23:07:00.000    -0.8833    1      DEBASS        3
 990752   83.0 -21.9  23:08   r     2  1.42  1.24  2.54   0.16  0.05       2021jad_P1  2021-04-28T23:08:00.000    -0.8667    1      DEBASS        3
 990753   83.0 -21.9  23:08   r     2  1.43  1.11  2.43   0.16  0.08       2021jad_P1  2021-04-28T23:08:00.000    -0.8667    1      DEBASS        3
 990754   83.0 -21.9  23:09   g     2  1.43  1.36  2.55   0.21  0.05       2021jad_P1  2021-04-28T23:09:00.000    -0.8500    1      DEBASS        3
 990755   83.0 -21.9  23:09   g     2  1.43  1.37  2.45   0.22  0.05       2021jad_P1  2021-04-28T23:09:00.000    -0.8500    1      DEBASS        3
 990756   83.0 -21.9  23:10   u    50  1.43  1.51 -1.24  -0.16  1.48       2021jad_P1  2021-04-28T23:10:00.000    -0.8333    1      DEBASS        3
 990757   90.0 -66.6  23:13   i    90  1.42  1.07  0.82  -0.05  0.33            S-CVZ  2021-04-28T23:13:00.000    -0.7833    0        Shen        4
 990758   90.0 -66.6  23:15   i    90  1.42  1.16  0.71  -0.05  0.31            S-CVZ  2021-04-28T23:15:00.000    -0.7500    0        Shen        4
 990759   90.0 -66.6  23:17   r    70  1.42  1.13  0.78   0.11  0.33            S-CVZ  2021-04-28T23:17:00.000    -0.7167    0        Shen        4
 990760   90.0 -66.6  23:19   r    70  1.43  1.10  0.71   0.11  0.38            S-CVZ  2021-04-28T23:19:00.000    -0.6833    0        Shen        4
 990761   90.0 -66.6  23:20   g    80  1.43  1.33  0.62   0.18  0.31            S-CVZ  2021-04-28T23:20:00.000    -0.6667    0        Shen        4
 990762   90.0 -66.6  23:22   g    80  1.43  1.28  0.56   0.19  0.36            S-CVZ  2021-04-28T23:22:00.000    -0.6333    0        Shen        4
 990763  119.1 -67.8  23:25   g    15  1.29  1.19  0.46   0.18  0.45       2021hfq_P1  2021-04-28T23:25:00.000    -0.5833    0      DEBASS        5
 990764  119.1 -67.8  23:26   r    15  1.29  1.17  0.53   0.11  0.39       2021hfq_P1  2021-04-28T23:26:00.000    -0.5667    0      DEBASS        5
 990765  119.1 -67.8  23:26   i    15  1.29  0.98  0.35  -0.13  0.61       2021hfq_P1  2021-04-28T23:26:00.000    -0.5667    0      DEBASS        5
 990766  119.1 -67.8  23:27   z    15  1.29  0.95  0.32   0.04  0.63       2021hfq_P1  2021-04-28T23:27:00.000    -0.5500    0      DEBASS        5
 990767  139.6 -30.9  23:29   g    15  1.00  1.25  0.46   0.09  0.41       2021ill_P1  2021-04-28T23:29:00.000    -0.5167    0      DEBASS        5
 990768  139.6 -30.9  23:30   r    15  1.00  1.10  0.48   0.03  0.47       2021ill_P1  2021-04-28T23:30:00.000    -0.5000    0      DEBASS        5
 990769  139.6 -30.9  23:31   i    15  1.00  1.02  0.22  -0.17  0.64       2021ill_P1  2021-04-28T23:31:00.000    -0.4833    0      DEBASS        5
 990770  139.6 -30.9  23:31   z    15  1.00  0.96  0.20   0.01  0.68       2021ill_P1  2021-04-28T23:31:00.000    -0.4833    0      DEBASS        5
 990771  125.2 -12.6  23:34   r    15  1.08  1.16  0.73   0.10  0.33       2021koj_P2  2021-04-28T23:34:00.000    -0.4333    0      DEBASS        5
 990772  125.2 -12.6  23:35   i    50  1.08  1.08  0.45  -0.29  0.46    415.A.2021koj  2021-04-28T23:35:00.000    -0.4167    0         YSE        6
 990773  125.2 -12.6  23:36   z    50  1.08  0.98  0.39  -0.05  0.55    415.A.2021koj  2021-04-28T23:36:00.000    -0.4000    0         YSE        6
 990774  149.2   1.8  23:38   g    10  1.19  1.45  1.10   0.16  0.17         COSMOS-2  2021-04-28T23:38:00.000    -0.3667    0         DDF        7
 990775  149.2   1.8  23:39   g    60  1.19  1.35  1.17   0.16  0.18         COSMOS-2  2021-04-28T23:39:00.000    -0.3500    0         DDF        7
 990776  149.2   1.8  23:40   r    86  1.19  1.19  0.96   0.05  0.26         COSMOS-2  2021-04-28T23:40:00.000    -0.3333    0         DDF        7
 990777  149.2   1.8  23:42   i   130  1.19  1.23  0.58   0.08  0.31         COSMOS-2  2021-04-28T23:42:00.000    -0.3000    0         DDF        7
 990778  150.8   1.8  23:45   g    60  1.19  1.42  1.51   0.12  0.12         COSMOS-3  2021-04-28T23:45:00.000    -0.2500    0         DDF        7
 990779  150.8   1.8  23:46   r    86  1.19  1.31  1.11   0.06  0.18         COSMOS-3  2021-04-28T23:46:00.000    -0.2333    0         DDF        7
