  expid     ra   dec     ut fil  time  secz   psf   sky  cloud  teff           Object                   utdate ut_decimal  twi     program  blockID
 988648  122.3 -30.3  22:58   r     5  1.00  1.07  4.38   0.12  0.01         pointing  2021-04-24T22:58:00.000    -1.0333    2  TECHSETUP1        1
 988649  122.3 -30.3  23:00   r    30  1.00  1.01  4.01   0.14  0.02         pointing  2021-04-24T23:00:00.000    -1.0000    2  TECHSETUP1        1
 988650   53.1 -27.8  23:05   Y    20  2.32   NaN   NaN    NaN   NaN       C26202/HST  2021-04-24T23:05:00.000    -0.9167    2  STANDARDS1        2
 988651   53.1 -27.8  23:05   z    10  2.33   NaN   NaN    NaN   NaN       C26202/HST  2021-04-24T23:05:00.000    -0.9167    2  STANDARDS1        2
 988652   53.1 -27.8  23:06   i    10  2.34  1.44  4.31  -0.12  0.01       C26202/HST  2021-04-24T23:06:00.000    -0.9000    2  STANDARDS1        2
 988653   53.1 -27.8  23:07   r    10  2.35  1.46  4.65   0.17  0.01       C26202/HST  2021-04-24T23:07:00.000    -0.8833    1  STANDARDS1        3
 988654   53.1 -27.8  23:07   g    10  2.36  1.61  4.82   0.30  0.00       C26202/HST  2021-04-24T23:07:00.000    -0.8833    1  STANDARDS1        3
 988655   53.1 -27.8  23:08   u    30  2.37   NaN   NaN    NaN   NaN       C26202/HST  2021-04-24T23:08:00.000    -0.8667    1  STANDARDS1        3
 988656   83.0 -21.9  23:10   Y    20  1.36  1.12  1.24   0.06  0.19       2021jad_P1  2021-04-24T23:10:00.000    -0.8333    1      DEBASS        4
 988657   83.0 -21.9  23:11   z     2  1.36  1.07  1.75   0.05  0.13       2021jad_P1  2021-04-24T23:11:00.000    -0.8167    1      DEBASS        4
 988658   83.0 -21.9  23:11   i     2  1.36  0.98  2.62  -0.22  0.08       2021jad_P1  2021-04-24T23:11:00.000    -0.8167    1      DEBASS        4
 988659   83.0 -21.9  23:12   r     2  1.36  1.21  2.87   0.14  0.04       2021jad_P1  2021-04-24T23:12:00.000    -0.8000    1      DEBASS        4
 988660   83.0 -21.9  23:12   g     2  1.36  1.28  3.46   0.20  0.02       2021jad_P1  2021-04-24T23:12:00.000    -0.8000    1      DEBASS        4
 988661   83.0 -21.9  23:13   u    50  1.37  1.34  0.04  -0.25  0.58       2021jad_P1  2021-04-24T23:13:00.000    -0.7833    1      DEBASS        4
 988662   90.0 -66.6  23:16   i    90  1.39  1.26  1.58  -0.11  0.12            S-CVZ  2021-04-24T23:16:00.000    -0.7333    1        Shen        5
 988663   90.0 -66.6  23:18   i    90  1.39  1.17  1.49  -0.10  0.15            S-CVZ  2021-04-24T23:18:00.000    -0.7000    0        Shen        6
 988664   90.0 -66.6  23:20   r    70  1.40  1.18  2.16   0.08  0.09            S-CVZ  2021-04-24T23:20:00.000    -0.6667    0        Shen        6
 988665   90.0 -66.6  23:22   r    70  1.40  1.33  2.13   0.09  0.07            S-CVZ  2021-04-24T23:22:00.000    -0.6333    0        Shen        6
 988666   90.0 -66.6  23:23   g    80  1.40  1.65  3.06   0.15  0.02            S-CVZ  2021-04-24T23:23:00.000    -0.6167    0        Shen        6
 988667   90.0 -66.6  23:25   g    80  1.41  1.51  3.06   0.15  0.03            S-CVZ  2021-04-24T23:25:00.000    -0.5833    0        Shen        6
 988668  119.1 -67.8  23:29   g    20  1.28  1.55  2.96   0.16  0.03       2021hfq_P1  2021-04-24T23:29:00.000    -0.5167    0      DEBASS        7
 988669  119.1 -67.8  23:30   r    20  1.28  1.13  2.00   0.09  0.11       2021hfq_P1  2021-04-24T23:30:00.000    -0.5000    0      DEBASS        7
 988670  141.4 -25.3  23:33   r    15  1.01  1.27  2.60   0.02  0.05       2021hjc_P2  2021-04-24T23:33:00.000    -0.4500    0      DEBASS        7
 988671  141.4 -25.3  23:33   i    15  1.01  1.10  2.62  -0.24  0.06       2021hjc_P2  2021-04-24T23:33:00.000    -0.4500    0      DEBASS        7
 988672  149.5   0.8  23:35   r    25  1.20  1.24  2.54   0.05  0.05       2021ghc_P1  2021-04-24T23:35:00.000    -0.4167    0      DEBASS        7
 988673  149.5   0.8  23:36   i    25  1.20  1.15  1.64  -0.01  0.14       2021ghc_P1  2021-04-24T23:36:00.000    -0.4000    0      DEBASS        7
 988674  149.5   0.8  23:37   z    15  1.20  1.12  1.19   0.08  0.20       2021ghc_P1  2021-04-24T23:37:00.000    -0.3833    0      DEBASS        7
 988675  135.6   7.8  23:38   r    15  1.27  1.20  2.36   0.06  0.07       2021ibo_P1  2021-04-24T23:38:00.000    -0.3667    0      DEBASS        7
 988676  135.6   7.8  23:39   i    15  1.27  1.10  1.48  -0.08  0.17       2021ibo_P1  2021-04-24T23:39:00.000    -0.3500    0      DEBASS        7
 988677  135.6   7.8  23:40   z    15  1.27  1.02  1.10   0.01  0.26       2021ibo_P1  2021-04-24T23:40:00.000    -0.3333    0      DEBASS        7
 988678  134.8  10.2  23:40   r    15  1.31  1.07  2.38   0.07  0.09       2021jys_P1  2021-04-24T23:40:00.000    -0.3333    0      DEBASS        7
 988679  134.8  10.2  23:41   i    15  1.31  1.02  1.50  -0.05  0.20       2021jys_P1  2021-04-24T23:41:00.000    -0.3167    0      DEBASS        7
 988680  133.8  16.7  23:42   r    15  1.46  1.08  2.48   0.11  0.08       2021hjb_P1  2021-04-24T23:42:00.000    -0.3000    0      DEBASS        7
 988681  133.8  16.7  23:43   i    15  1.46  1.00  1.59  -0.07  0.19       2021hjb_P1  2021-04-24T23:43:00.000    -0.2833    0      DEBASS        7
 988682  133.8  16.7  23:43   z    15  1.46  1.00  1.23   0.04  0.24       2021hjb_P1  2021-04-24T23:43:00.000    -0.2833    0      DEBASS        7
 988683  149.2   1.8  23:45   g    10  1.20  1.23  3.45   0.14  0.03         COSMOS-2  2021-04-24T23:45:00.000    -0.2500    0         DDF        8
 988684  149.2   1.8  23:46   g    60  1.20  1.19  3.46   0.12  0.03         COSMOS-2  2021-04-24T23:46:00.000    -0.2333    0         DDF        8
 988685  149.2   1.8  23:48   r    86  1.20  1.18  2.50   0.02  0.06         COSMOS-2  2021-04-24T23:48:00.000    -0.2000    0         DDF        8
 988686  149.2   1.8  23:50   i   130  1.19  1.03  1.61   0.04  0.17         COSMOS-2  2021-04-24T23:50:00.000    -0.1667    0         DDF        8
 988687  150.8   1.8  23:53   g    60  1.20  1.17  3.48   0.09  0.03         COSMOS-3  2021-04-24T23:53:00.000    -0.1167    0         DDF        8
 988688  150.8   1.8  23:54   r    86  1.20  1.13  2.53   0.03  0.07         COSMOS-3  2021-04-24T23:54:00.000    -0.1000    0         DDF        8
 988689  150.8   1.8  23:56   i   130  1.19  1.00  1.62   0.01  0.18         COSMOS-3  2021-04-24T23:56:00.000    -0.0667    0         DDF        8
 988690  150.0   3.1  23:59   g    60  1.21  1.26  3.49   0.11  0.02         COSMOS-1  2021-04-24T23:59:00.000    -0.0167    0         DDF        8
