 jsonID program  priority  order airmass sep_moon                            json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]                                                                                               json_filename
      0     twi         0     10    1.83    159.1     SheppardTwilightJul04evening.json 140.05  -0.06 2026-07-04T22:36:22.353 18:36 18:36    0.00      0.0      0.00    24.97    24.97        /Users/arest/observing/decat_pointings/json_files/2026A/twi/260704/SheppardTwilightJul04evening.json
     33  debass         0     20    1.88    173.2                       2026pmo_P1.json 159.06  14.57 2026-07-04T23:01:20.353 19:01 19:01   23.82      0.0      0.87     3.00     3.87                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026pmo_P1.json
     36  shadow         0     30    1.30    153.1            1_Shadow_Virgo_g_1of2.json 186.76   8.27 2026-07-04T23:05:12.755 19:05 19:05   27.85      0.0      1.02    12.00    13.02            /Users/arest/observing/decat_pointings/json_files/2026A/shadow/260704/1_Shadow_Virgo_g_1of2.json
     38  shadow         0     40    1.37    149.9            2_Shadow_Virgo_g_2of2.json 190.06  11.40 2026-07-04T23:18:14.026 19:18 19:18    4.52      0.0      0.17    10.00    10.17            /Users/arest/observing/decat_pointings/json_files/2026A/shadow/260704/2_Shadow_Virgo_g_2of2.json
     40     yse         1     50    1.40    153.0                              525.json 186.99  11.09 2026-07-04T23:28:23.964 19:28 19:28    3.03      0.0      0.11    16.00    16.11                               /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/1/525.json
     37  shadow         0     60    1.38    153.4            1_Shadow_Virgo_r_1of2.json 186.76   8.28 2026-07-04T23:44:30.633 19:44 19:44    2.82      0.0      0.10    12.00    12.10            /Users/arest/observing/decat_pointings/json_files/2026A/shadow/260704/1_Shadow_Virgo_r_1of2.json
     39  shadow         0     70    1.44    150.2            2_Shadow_Virgo_r_2of2.json 190.06  11.40 2026-07-04T23:56:36.838 19:56 19:56    4.51      0.0      0.17    10.00    10.17            /Users/arest/observing/decat_pointings/json_files/2026A/shadow/260704/2_Shadow_Virgo_r_2of2.json
     45     yse         0     80    1.82     84.3                          2026fhx.json 215.54 -86.75 2026-07-05T00:06:46.760 20:06 20:06   98.46      1.0      6.61     3.33     9.94                             /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/2026fhx.json
     26     eta         0     90    1.51    111.8          etale.ec0814.griz.11min.json 158.03 -60.69 2026-07-05T00:16:43.375 20:16 20:16   27.69      0.0      1.02     6.00     7.02             /Users/arest/observing/decat_pointings/json_files/2026A/eta/260704/etale.ec0814.griz.11min.json
     27     eta         0    100    1.49    112.8             etale.ec0915.gi.7min.json 161.26 -59.68 2026-07-05T00:23:44.291 20:23 20:23    1.89      0.0      0.07     6.00     6.07                /Users/arest/observing/decat_pointings/json_files/2026A/eta/260704/etale.ec0915.gi.7min.json
     42     yse         0    110    1.62    141.6                          2026ayz.json 158.46 -30.93 2026-07-05T00:29:48.459 20:29 20:29   28.82      1.0      4.06     3.33     7.39                             /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/2026ayz.json
      1    dosc         0    120    1.50    147.0    1_OMLApex.260704_r_10-dithpos.json 166.68 -24.98 2026-07-05T00:37:11.859 20:37 20:37    9.38      0.0      0.34    25.00    25.34      /Users/arest/observing/decat_pointings/json_files/2026A/dosc/260704/1_OMLApex.260704_r_10-dithpos.json
      2    dosc         0    130    1.69    147.1    2_OMLApex.260704_i_10-dithpos.json 166.68 -24.98 2026-07-05T01:02:32.500 21:02 21:02    0.00      0.0      0.00    25.00    25.00      /Users/arest/observing/decat_pointings/json_files/2026A/dosc/260704/2_OMLApex.260704_i_10-dithpos.json
     46     yse         0    140    1.75    143.9                          2026gvk.json 169.96 -27.78 2026-07-05T01:27:32.500 21:27 21:27    4.06      0.0      0.15     2.67     2.82                             /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/2026gvk.json
     28  debass         0    150    1.36    143.0                       2026odz_P1.json 191.48 -13.78 2026-07-05T01:30:21.422 21:30 21:30   24.44      0.0      0.90     3.00     3.90                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026odz_P1.json
     32  debass         0    160    1.27    135.0                       2026pjy_P1.json 203.65  -6.75 2026-07-05T01:34:15.196 21:34 21:34   13.87      0.0      0.51     3.00     3.51                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026pjy_P1.json
     12  desirt         0    170    1.98    122.4                 DESIRT_SN2026owq.json 218.07  27.00 2026-07-05T01:37:45.711 21:37 21:37   36.54      0.0      1.34     8.67    10.01                 /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_SN2026owq.json
      6  desirt         0    180    1.62    130.7                  DESIRT_210_14_r.json 210.63  13.94 2026-07-05T01:47:46.088 21:47 21:47   14.80      0.0      0.54    10.00    10.54                  /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_210_14_r.json
      5  desirt         0    190    1.67    130.8                  DESIRT_210_14_g.json 210.63  13.94 2026-07-05T01:58:18.644 21:58 21:58    0.00      0.0      0.00     8.00     8.00                  /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_210_14_g.json
     25     eta         0    200    1.35    130.5                          2026ngr.json 209.60  -2.96 2026-07-05T02:06:18.644 22:06 22:06   16.93      0.0      0.62    13.00    13.62                             /Users/arest/observing/decat_pointings/json_files/2026A/eta/260704/2026ngr.json
     11  desirt         0    210    1.40    130.7                 DESIRT_SN2026ngr.json 209.52  -3.05 2026-07-05T02:19:55.893 22:19 22:19    0.12      0.0      0.00     7.33     7.34                 /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_SN2026ngr.json
     29  debass         0    220    1.92    140.8                       2026ono_P1.json 200.68   6.06 2026-07-05T02:27:16.147 22:27 22:27   12.68      0.0      0.46     3.00     3.46                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026ono_P1.json
     34  debass         0    230    1.69    130.6                       2026qbu_P1.json 211.13   8.88 2026-07-05T02:30:44.045 22:30 22:30   10.74      0.0      0.39     3.00     3.39                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026qbu_P1.json
      9  desirt         0    240    1.25    115.2              DESIRT_G15-2_2026_g.json 225.61  -1.68 2026-07-05T02:34:07.666 22:34 22:34   17.88      0.0      0.66    13.33    13.99              /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_G15-2_2026_g.json
     10  desirt         0    250    1.29    115.3              DESIRT_G15-2_2026_r.json 225.61  -1.68 2026-07-05T02:48:07.003 22:48 22:48    0.00      0.0      0.00    16.67    16.67              /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_G15-2_2026_r.json
     23     yse         0    260    1.30    117.4                              376.json 222.21  -9.14 2026-07-05T03:04:47.003 23:04 23:04    8.19      0.0      0.30    16.00    16.30                                 /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/376.json
     24     yse         0    270    1.37    113.1                              428.json 228.14  -1.49 2026-07-05T03:21:05.024 23:21 23:21    9.66      0.0      0.35    16.00    16.35                                 /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/428.json
     35  debass         0    280    1.47     92.3                       2026rhk_P1.json 251.17  14.56 2026-07-05T03:37:26.272 23:37 23:37   27.89      0.0      1.02     3.00     4.02                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026rhk_P1.json
     30  debass         0    290    1.26     85.1                       2026ovn_P1.json 257.49   6.00 2026-07-05T03:41:27.623 23:41 23:41   10.57      0.0      0.39     3.00     3.39                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026ovn_P1.json
     31  debass         0    300    1.23     78.4                       2026pir_P1.json 264.13   4.96 2026-07-05T03:44:50.884 23:44 23:44    6.69      0.0      0.25     3.00     3.25                       /Users/arest/observing/decat_pointings/json_files/2026A/debass/260704/2026pir_P1.json
     50     yse         0    310    1.57     27.8                              440.json 314.29  -2.48 2026-07-05T03:48:05.601 23:48 23:48   50.66      0.0      1.86     8.00     9.86                                 /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/440.json
      8  desirt         0    320    1.48     23.0                DESIRT_315_2026_r.json 319.10 -11.09 2026-07-05T03:57:57.052 23:57 23:57    9.85      0.0      0.36    18.33    18.69                /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_315_2026_r.json
      7  desirt         0    330    1.38     23.2                DESIRT_315_2026_i.json 319.10 -11.09 2026-07-05T04:16:38.714 00:16 00:16    0.00      0.0      0.00    20.17    20.17                /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/DESIRT_315_2026_i.json
     51     yse         0    340    1.81     27.0                              544.json 321.80  11.20 2026-07-05T04:36:48.714 00:36 00:36   22.45      0.0      0.82     8.00     8.82                                 /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/544.json
     14  desirt         1     -1     NaN      NaN                 DESIRT_20-20-3_z.json  24.05 -17.09                     NaN   NaN   NaN     NaN      0.0       NaN    10.83      NaN               /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/1/DESIRT_20-20-3_z.json
     13  desirt         1     -1     NaN      NaN                 DESIRT_20-20-2_z.json  24.72 -22.23                     NaN   NaN   NaN     NaN      0.0       NaN    10.83      NaN               /Users/arest/observing/decat_pointings/json_files/2026A/desirt/260704/1/DESIRT_20-20-2_z.json
     49     yse         0     -1     NaN      NaN                          2026nur.json  35.28 -33.61                     NaN   NaN   NaN     NaN      0.0       NaN     2.33      NaN                             /Users/arest/observing/decat_pointings/json_files/2026A/yse/260704/2026nur.json
