  expid     ra   dec     ut fil  time  secz   psf   sky  cloud  teff             Object                   utdate ut_decimal  twi       program  blockID
 982606  112.7 -31.0  23:15   r     5  1.00  1.83  4.10   0.13  0.01           pointing  2021-04-08T23:15:00.000    -0.7500    2    TECHSETUP1        1
 982607  112.7 -31.0  23:16   r    30  1.00  1.50  3.70   0.13  0.01           pointing  2021-04-08T23:16:00.000    -0.7333    2    TECHSETUP1        1
 982608   53.1 -27.8  23:21   z    10  1.74  1.77  2.52   0.46  0.01         C26202/HST  2021-04-08T23:21:00.000    -0.6500    2    STANDARDS1        2
 982609   53.1 -27.8  23:22   i    10  1.74   NaN   NaN    NaN   NaN         C26202/HST  2021-04-08T23:22:00.000    -0.6333    2    STANDARDS1        2
 982610   53.1 -27.8  23:22   r    10  1.75  1.83  3.92   0.14  0.01         C26202/HST  2021-04-08T23:22:00.000    -0.6333    2    STANDARDS1        2
 982611   53.1 -27.8  23:23   g    10  1.75   NaN   NaN    NaN   NaN         C26202/HST  2021-04-08T23:23:00.000    -0.6167    1    STANDARDS1        3
 982612   52.6 -28.1  23:24   i    90  1.77  1.64  3.18   0.51  0.01              SN-C3  2021-04-08T23:24:00.000    -0.6000    1          Shen        4
 982613   52.6 -28.1  23:26   i    90  1.79  1.46  2.80  -0.07  0.03              SN-C3  2021-04-08T23:26:00.000    -0.5667    1          Shen        4
 982614   52.6 -28.1  23:28   r    70  1.81  1.86  2.78   0.12  0.02              SN-C3  2021-04-08T23:28:00.000    -0.5333    1          Shen        4
 982615   52.6 -28.1  23:29   r    70  1.83  2.29  2.48   0.17  0.02              SN-C3  2021-04-08T23:29:00.000    -0.5167    1          Shen        4
 982616   52.6 -28.1  23:31   g    80  1.84  2.02  2.46   0.21  0.02              SN-C3  2021-04-08T23:31:00.000    -0.4833    1          Shen        4
 982617   52.6 -28.1  23:33   g    80  1.86  2.23  2.15   0.22  0.03              SN-C3  2021-04-08T23:33:00.000    -0.4500    0          Shen        5
 982618   90.0 -66.6  23:36   i    90  1.32  1.95  0.81  -0.04  0.10              S-CVZ  2021-04-08T23:36:00.000    -0.4000    0          Shen        5
 982619   90.0 -66.6  23:38   i    90  1.32  1.89  0.74  -0.04  0.11              S-CVZ  2021-04-08T23:38:00.000    -0.3667    0          Shen        5
 982620   90.0 -66.6  23:40   r    70  1.33  2.19  0.64   0.12  0.10              S-CVZ  2021-04-08T23:40:00.000    -0.3333    0          Shen        5
 982621   90.0 -66.6  23:42   r    70  1.33  2.16  0.59   0.13  0.11              S-CVZ  2021-04-08T23:42:00.000    -0.3000    0          Shen        5
 982622   90.0 -66.6  23:43   g    80  1.33  2.35  0.31   0.17  0.13              S-CVZ  2021-04-08T23:43:00.000    -0.2833    0          Shen        5
 982623   90.0 -66.6  23:45   g    80  1.33  2.42  0.25   0.19  0.13              S-CVZ  2021-04-08T23:45:00.000    -0.2500    0          Shen        5
 982624  119.1 -67.8  23:48   g    15  1.26  2.33  0.14   0.24  0.15         2021hfq_P1  2021-04-08T23:48:00.000    -0.2000    0        DEBASS        6
 982625  119.1 -67.8  23:49   r    15  1.26  2.34  0.42   0.12  0.11         2021hfq_P1  2021-04-08T23:49:00.000    -0.1833    0        DEBASS        6
 982626  119.1 -67.8  23:49   i    15  1.26  2.00  0.53  -0.21  0.12         2021hfq_P1  2021-04-08T23:49:00.000    -0.1833    0        DEBASS        6
 982627  119.1 -67.8  23:50   z    15  1.26  1.60  0.66  -0.02  0.16         2021hfq_P1  2021-04-08T23:50:00.000    -0.1667    0        DEBASS        6
 982628   91.5 -45.6  23:52   g    15  1.15  2.12  0.02   0.14  0.21         2021gmk_P1  2021-04-08T23:52:00.000    -0.1333    0        DEBASS        6
 982629   91.5 -45.6  23:53   r    15  1.15  1.73  0.37   0.10  0.21         2021gmk_P1  2021-04-08T23:53:00.000    -0.1167    0        DEBASS        6
 982630   91.5 -45.6  23:53   i    15  1.16  1.59  0.44  -0.10  0.21         2021gmk_P1  2021-04-08T23:53:00.000    -0.1167    0        DEBASS        6
 982631  129.1 -11.8  23:56   g    15  1.06  1.73  0.14   0.10  0.29         2021grd_P2  2021-04-08T23:56:00.000    -0.0667    0        DEBASS        6
 982632  129.1 -11.8  23:57   r    15  1.06  1.68  0.39   0.14  0.22         2021grd_P2  2021-04-08T23:57:00.000    -0.0500    0        DEBASS        6
 982633  129.1 -11.8  23:58   i    15  1.05  1.57  0.38  -0.23  0.23         2021grd_P2  2021-04-08T23:58:00.000    -0.0333    0        DEBASS        6
 982634  129.1 -11.8  23:58   z    15  1.05  1.42  0.49  -0.07  0.24         2021grd_P2  2021-04-08T23:58:00.000    -0.0333    0        DEBASS        6
 982635   88.0 -50.8  00:01   g    25  1.23  1.88  0.07   0.10  0.26         2021clw_P1  2021-04-09T00:01:00.000     0.0167    0        DEBASS        6
 982636   88.0 -50.8  00:02   r    25  1.23  1.58  0.33   0.05  0.26         2021clw_P1  2021-04-09T00:02:00.000     0.0333    0        DEBASS        6
 982637   88.0 -50.8  00:03   i    25  1.23  1.60  0.43  -0.12  0.21         2021clw_P1  2021-04-09T00:03:00.000     0.0500    0        DEBASS        6
 982638   88.0 -50.8  00:04   z    25  1.23  1.24  0.56   0.00  0.29         2021clw_P1  2021-04-09T00:04:00.000     0.0667    0        DEBASS        6
 982639  129.5  -1.3  00:07   i    15  1.14  1.44  0.44  -0.21  0.26         2021ddh_P1  2021-04-09T00:07:00.000     0.1167    0        DEBASS        6
 982640  129.5  -1.3  00:07   z    15  1.14  1.44  0.54  -0.02  0.22         2021ddh_P1  2021-04-09T00:07:00.000     0.1167    0        DEBASS        6
 982641  129.5  -1.3  00:08   g    50  1.14  1.70  0.16   0.11  0.29            415.A.b  2021-04-09T00:08:00.000     0.1333    0           YSE        7
 982642  129.5  -1.3  00:09   i    50  1.14  1.39  0.42  -0.17  0.28            415.A.b  2021-04-09T00:09:00.000     0.1500    0           YSE        7
 982643  133.7  -0.5  00:11   g    50  1.15  1.79  0.16   0.12  0.26            415.B.a  2021-04-09T00:11:00.000     0.1833    0           YSE        7
 982644  133.7  -0.5  00:12   i    50  1.15  1.69  0.44  -0.14  0.19            415.B.a  2021-04-09T00:12:00.000     0.2000    0           YSE        7
 982645  133.7   0.3  00:13   i    15  1.16  1.78  0.45  -0.14  0.17         2021dov_P1  2021-04-09T00:13:00.000     0.2167    0        DEBASS        8
 982646  133.7   0.3  00:14   z    15  1.16  1.76  0.55   0.03  0.15         2021dov_P1  2021-04-09T00:14:00.000     0.2333    0        DEBASS        8
 982647  133.8  16.7  00:15   g    15  1.46  1.96  0.46   0.25  0.15         2021hjb_P1  2021-04-09T00:15:00.000     0.2500    0        DEBASS        8
 982648  133.8  16.7  00:16   r    15  1.46  2.33  0.74   0.17  0.08         2021hjb_P1  2021-04-09T00:16:00.000     0.2667    0        DEBASS        8
 982649  133.8  16.7  00:17   i    15  1.46  1.96  0.71  -0.18  0.11         2021hjb_P1  2021-04-09T00:17:00.000     0.2833    0        DEBASS        8
 982650  133.8  16.7  00:17   z    15  1.46  2.33  0.79   0.26  0.06         2021hjb_P1  2021-04-09T00:17:00.000     0.2833    0        DEBASS        8
 982651  135.6   7.8  00:19   g    15  1.27  2.33  0.31   0.16  0.14         2021ibo_P1  2021-04-09T00:19:00.000     0.3167    0        DEBASS        8
 982652  135.6   7.8  00:19   r    15  1.27  1.81  0.56   0.11  0.16         2021ibo_P1  2021-04-09T00:19:00.000     0.3167    0        DEBASS        8
 982653  135.6   7.8  00:20   i    15  1.27  1.59  0.57  -0.08  0.19         2021ibo_P1  2021-04-09T00:20:00.000     0.3333    0        DEBASS        8
 982654  135.6   7.8  00:21   z    15  1.27  1.64  0.67   0.04  0.15         2021ibo_P1  2021-04-09T00:21:00.000     0.3500    0        DEBASS        8
 982655  149.5   0.8  00:22   g    15  1.22  1.95  0.20   0.12  0.22         2021ghc_P1  2021-04-09T00:22:00.000     0.3667    0        DEBASS        8
 982656  149.5   0.8  00:23   r    15  1.22  2.15  0.46   0.10  0.12         2021ghc_P1  2021-04-09T00:23:00.000     0.3833    0        DEBASS        8
 982657  149.2   1.8  00:23   g    10  1.23  1.86  0.23   0.16  0.23           COSMOS-2  2021-04-09T00:23:00.000     0.3833    0           DDF        9
 982658  149.2   1.8  00:24   g    60  1.23  2.00  0.20   0.16  0.20           COSMOS-2  2021-04-09T00:24:00.000     0.4000    0           DDF        9
 982659  149.2   1.8  00:26   r    86  1.23  1.77  0.48   0.13  0.18           COSMOS-2  2021-04-09T00:26:00.000     0.4333    0           DDF        9
 982660  149.2   1.8  00:27   i   130  1.22  1.63  0.51  -0.04  0.19           COSMOS-2  2021-04-09T00:27:00.000     0.4500    0           DDF        9
 982661  150.8   1.8  00:30   g    60  1.23  2.03  0.22   0.10  0.19           COSMOS-3  2021-04-09T00:30:00.000     0.5000    0           DDF        9
 982662  150.8   1.8  00:32   r    86  1.23  1.48  0.48   0.04  0.26           COSMOS-3  2021-04-09T00:32:00.000     0.5333    0           DDF        9
 982663  150.8   1.8  00:33   i   130  1.22  1.38  0.49  -0.03  0.27           COSMOS-3  2021-04-09T00:33:00.000     0.5500    0           DDF        9
 982664  150.0   3.1  00:36   g    60  1.23  1.73  0.23   0.12  0.27           COSMOS-1  2021-04-09T00:36:00.000     0.6000    0           DDF        9
 982665  150.0   3.1  00:38   r    86  1.23  1.34  0.47   0.06  0.32           COSMOS-1  2021-04-09T00:38:00.000     0.6333    0           DDF        9
 982666  150.0   3.1  00:40   i   130  1.23  1.15  0.48   0.02  0.39           COSMOS-1  2021-04-09T00:40:00.000     0.6667    0           DDF        9
 982667  149.2   1.8  00:42   g    60  1.20  1.29  0.19   0.13  0.50           COSMOS-2  2021-04-09T00:42:00.000     0.7000    0           DDF        9
