UT -14 deg twilight: 2026-09-12T23:35:10.152 2026-09-13T09:43:03.044
UT middle of the night: 2026-09-13T04:39:06.598

timezone CLT: America/SantiagoCLT -14 deg twilight: 09/12/2026,   20:35:10 to 06:43:03
timezone ET: America/New_YorkET  -14 deg twilight: 09/12/2026,   19:35:10 to 05:43:03
timezone PT: America/Los_AngelesPT  -14 deg twilight: 09/12/2026,   16:35:10 to 02:43:03
CLT middle of the night: 01:39:06
ET  middle of the night: 00:39:06
PT  middle of the night: 21:39:06


UT -14 deg twilight: 2026-09-12T23:35:10.152 2026-09-13T09:43:03.044
UT middle of the night: 2026-09-13T04:39:06.598

timezone CLT: America/SantiagoCLT -14 deg twilight: 09/12/2026,   20:35:10 to 06:43:03
timezone ET: America/New_YorkET  -14 deg twilight: 09/12/2026,   19:35:10 to 05:43:03
timezone PT: America/Los_AngelesPT  -14 deg twilight: 09/12/2026,   16:35:10 to 02:43:03
CLT middle of the night: 01:39:06
ET  middle of the night: 00:39:06
PT  middle of the night: 21:39:06



#####################
### OBSPLAN:
#####################
 jsonID program  priority  order airmass sep_moon                              json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
      0     twi         0     10    1.74     20.8       SheppardTwilightSep12evening.json 209.81 -16.44 2026-09-12T23:10:08.152 20:10 19:10    0.00      0.0      0.00    25.03    25.03
     60  debass         0     20    1.61     44.6                         2026zzs_P1.json 233.53   3.25 2026-09-12T23:35:10.152 20:35 19:35   30.61      0.0      1.12     3.00     4.12
     29     yse         0     30    1.16     51.6                            2026cmv.json 241.99 -23.92 2026-09-12T23:39:17.494 20:39 19:39   28.39      0.0      1.04     5.33     6.37
     45  defsus         0     40    1.01     75.3                     DEFSuS_GBTDS_z.json 268.21 -29.49 2026-09-12T23:45:39.948 20:45 19:45   24.02      0.0      0.88    57.00    57.88
     28     yse         0     50    1.04    111.3                            2023xbg.json 311.44 -29.43 2026-09-13T00:43:32.784 21:43 20:43   37.42      0.0      1.37     4.00     5.37
     12  desirt         1     60    1.08    115.6                          FAR_310_g.json 310.41 -14.53 2026-09-13T00:48:55.108 21:48 20:48   14.93      0.0      0.55     8.00     8.55
      2  desirt         0     70    1.07    115.6                          FAR_310_i.json 310.41 -14.53 2026-09-13T00:57:27.960 21:57 20:57    0.00      0.0      0.00    11.00    11.00
      3  desirt         0     80    1.06    115.5                          FAR_310_r.json 310.41 -14.53 2026-09-13T01:08:27.960 22:08 21:08    0.00      0.0      0.00     9.00     9.00
     27     yse         0     90    1.07    120.9                            2023swf.json 316.49 -14.75 2026-09-13T01:17:27.960 22:17 21:17    5.89      0.0      0.22     4.00     4.22
      4  desirt         0    100    1.06    120.9                          FAR_316_i.json 316.96 -15.68 2026-09-13T01:21:40.911 22:21 21:21    1.03      0.0      0.04    11.00    11.04
