UT -14 deg twilight: 2025-11-15T00:25:00.835 2025-11-15T08:30:20.868
UT middle of the night: 2025-11-15T04:27:40.851

timezone CLT: America/SantiagoCLT -14 deg twilight: 11/14/2025,   21:25:00 to 05:30:20
timezone ET: America/New_YorkET  -14 deg twilight: 11/14/2025,   19:25:00 to 03:30:20
timezone PT: America/Los_AngelesPT  -14 deg twilight: 11/14/2025,   16:25:00 to 00:30:20
CLT middle of the night: 01:27:40
ET  middle of the night: 23:27:40
PT  middle of the night: 20:27:40


UT -14 deg twilight: 2025-11-15T00:25:00.835 2025-11-15T08:30:20.868
UT middle of the night: 2025-11-15T04:27:40.851

timezone CLT: America/SantiagoCLT -14 deg twilight: 11/14/2025,   21:25:00 to 05:30:20
timezone ET: America/New_YorkET  -14 deg twilight: 11/14/2025,   19:25:00 to 03:30:20
timezone PT: America/Los_AngelesPT  -14 deg twilight: 11/14/2025,   16:25:00 to 00:30:20
CLT middle of the night: 01:27:40
ET  middle of the night: 23:27:40
PT  middle of the night: 20:27:40



#####################
### OBSPLAN:
#####################
 jsonID program  priority  order airmass sep_moon              json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
     31     yse         0     10    2.32    142.0            2025rbs.json 339.07  33.68 2025-11-15T00:25:00.835 21:25 19:25    0.00        0      0.00     3.00     3.00
     29     yse         0     20    1.89    137.8            2025oxy.json 316.96  18.24 2025-11-15T00:28:00.835 21:28 19:28   25.08        0      0.92     3.33     4.25
     38     yse         0     30    1.56    144.7                544.json 321.80  11.20 2025-11-15T00:32:16.002 21:32 19:32    8.45        0      0.31    16.00    16.31
     36     yse         0     40    1.49    139.1                440.json 314.29  -2.48 2025-11-15T00:48:34.599 21:48 19:48   15.58        0      0.57     8.00     8.57
     37     yse         0     50    1.35    156.9                494.json 332.94   4.77 2025-11-15T00:57:08.881 21:57 19:57   19.99        0      0.73    16.00    16.73
     30     yse         0     60    1.34    167.3            2025plf.json 348.79   9.76 2025-11-15T01:13:52.870 22:13 20:13   16.49        0      0.60     2.67     3.27
     40     yse         0     70    1.21    170.4         GRB251013C.json 345.83  -0.12 2025-11-15T01:17:09.140 22:17 20:17   10.31        0      0.38     4.00     4.38
     34     yse         0     80    1.13    169.7            2025vjw.json 347.25  -7.43 2025-11-15T01:21:31.823 22:21 20:21    7.44        0      0.27     3.33     3.61
     33     yse         0     90    1.06    144.7            2025tqb.json 342.65 -34.29 2025-11-15T01:25:08.200 22:25 20:25   27.19        1      4.00     2.67     6.66
     39     yse         0    100    1.03    135.3                ELA.json   9.45 -43.98 2025-11-15T01:31:48.019 22:31 20:31   22.80        0      0.84    10.67    11.50
      0  desirt         0    110    1.03    149.1   DESIRT_20-20-1_g.json  20.77 -19.59 2025-11-15T01:43:18.172 22:43 20:43   26.16        1      3.96     6.67    10.63
      1  desirt         0    120    1.03    149.1   DESIRT_20-20-1_r.json  20.77 -19.59 2025-11-15T01:53:55.718 22:53 20:53    0.00        0      0.00     8.33     8.33
