UT -14 deg twilight: 2025-06-08T22:55:44.194 2025-06-09T10:29:22.662
UT middle of the night: 2025-06-09T04:42:33.428

timezone CLT: America/SantiagoCLT -14 deg twilight: 06/08/2025,   18:55:44 to 06:29:22
timezone ET: America/New_YorkET  -14 deg twilight: 06/08/2025,   18:55:44 to 06:29:22
timezone PT: America/Los_AngelesPT  -14 deg twilight: 06/08/2025,   15:55:44 to 03:29:22
CLT middle of the night: 00:42:33
ET  middle of the night: 00:42:33
PT  middle of the night: 21:42:33



#####################
### OBSPLAN:
#####################
 jsonID program  priority  order airmass sep_moon                             json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
      0     twi         0     10    1.74    111.4      SheppardTwilightJun08evening.json 115.03   1.11 2025-06-08T22:24:22.194 18:24 18:24    0.00      0.0      0.00    31.37    31.37
     30  debass         0     20    1.56    100.7                        2024bhi_P1.json 120.59 -13.02 2025-06-08T23:00:44.194 19:00 19:00   15.17      0.0      0.56     6.00     6.56
     65     yse         0     30    1.47     96.4                               311.json 123.55 -17.04 2025-06-08T23:07:17.565 19:07 19:07    4.93      0.0      0.18     8.00     8.18
     32  debass         0     40    1.79     85.1                        2025jzn_P1.json 153.61  21.90 2025-06-08T23:15:28.406 19:15 19:15   48.81      0.0      1.79     2.25     4.04
      1     agn         0     50    1.33     80.0                       COSMOS_moon.json 150.00   2.20 2025-06-08T23:19:30.796 19:19 19:19   20.01      0.0      0.73    22.00    22.73
     29     eta         0     60    1.22     62.3                etale.i.set2.68min.json 155.41 -59.93 2025-06-08T23:42:14.821 19:42 19:42   62.27      1.0      5.28    67.50    72.78
     22     yse         0     70    1.28     64.7                           2025ifq.json 154.26 -38.19 2025-06-09T00:55:01.825 20:55 20:55   21.76      0.0      0.80     3.00     3.80
     26     yse         0     80    1.38     53.3                               525.json 186.99  11.09 2025-06-09T00:58:49.691 20:58 20:58   58.00      1.0      5.13    16.00    21.13
      3    dosc         0     90    1.23     56.8     1_OMLApex.250608_r_20-dithpos.json 166.68 -24.98 2025-06-09T01:19:57.287 21:19 21:19   41.15      0.0      1.51    50.00    51.51
      4    dosc         0    100    1.46     57.1     2_OMLApex.250608_i_15-dithpos.json 166.68 -24.98 2025-06-09T02:11:27.815 22:11 22:11    0.00      0.0      0.00    37.50    37.50
     21     yse         0    110    1.91     51.9                           2025gcv.json 213.56  26.53 2025-06-09T02:48:57.815 22:48 22:48   68.55      0.0      2.51     3.00     5.51
     38  debass         0    120    1.50     40.9                        2025lxv_P1.json 223.74  17.49 2025-06-09T02:54:28.617 22:54 22:54   13.06      0.0      0.48     2.25     2.73
     34  debass         0    130    1.56     43.3                        2025krk_P1.json 237.75  19.76 2025-06-09T02:57:12.345 22:57 22:57   13.46      0.0      0.49     2.25     2.74
     33  debass         0    140    1.27     31.2                        2025klo_P1.json 236.72   7.56 2025-06-09T02:59:56.964 22:59 22:59   12.23      0.0      0.45     2.50     2.95
