UT -14 deg twilight: 2025-10-31T00:09:57.888 2025-10-31T08:43:27.374
UT middle of the night: 2025-10-31T04:26:42.631

timezone CLT: America/SantiagoCLT -14 deg twilight: 10/30/2025,   21:09:57 to 05:43:27
timezone ET: America/New_YorkET  -14 deg twilight: 10/30/2025,   20:09:57 to 04:43:27
timezone PT: America/Los_AngelesPT  -14 deg twilight: 10/30/2025,   17:09:57 to 01:43:27
CLT middle of the night: 01:26:42
ET  middle of the night: 00:26:42
PT  middle of the night: 21:26:42


UT -14 deg twilight: 2025-10-31T00:09:57.888 2025-10-31T08:43:27.374
UT middle of the night: 2025-10-31T04:26:42.631

timezone CLT: America/SantiagoCLT -14 deg twilight: 10/30/2025,   21:09:57 to 05:43:27
timezone ET: America/New_YorkET  -14 deg twilight: 10/30/2025,   20:09:57 to 04:43:27
timezone PT: America/Los_AngelesPT  -14 deg twilight: 10/30/2025,   17:09:57 to 01:43:27
CLT middle of the night: 01:26:42
ET  middle of the night: 00:26:42
PT  middle of the night: 21:26:42



#####################
### OBSPLAN:
#####################
 jsonID program  priority  order airmass sep_moon                        json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
      0     twi         0     10    1.82     58.0 SheppardTwilightOct30evening.json 266.44 -11.08 2025-10-30T23:43:15.888 20:43 19:43    0.00        0      0.00    26.70    26.70
     21     yse         0     20    2.08     58.1                      2025mmn.json 265.81 -14.86 2025-10-31T00:09:57.888 21:09 20:09    3.83        0      0.14     2.33     2.47
     38  defsus         0     30    1.69     54.7                     defsus_S.json 268.32 -30.60 2025-10-31T00:12:26.309 21:12 20:12   15.91        0      0.58    21.00    21.58
     27     yse         0     40    1.39     27.2                          544.json 321.80  11.20 2025-10-31T00:34:01.317 21:34 20:34   66.19        0      2.43    16.00    18.43
     35     yse         1     50    2.26     50.6                      2025rbs.json 339.07  33.68 2025-10-31T00:52:26.942 21:52 20:52   27.48        0      1.01     2.33     3.34
     22     yse         0     60    1.87     45.7                      2025shi.json 342.17  27.67 2025-10-31T00:55:47.408 21:55 20:55    6.58        0      0.24     4.00     4.24
     34     yse         1     70    1.31     33.4                      2025plf.json 348.79   9.76 2025-10-31T01:00:01.878 22:00 21:00   18.96        0      0.70     2.67     3.36
     26     yse         0     80    1.24     21.2                          494.json 332.94   4.77 2025-10-31T01:03:23.594 22:03 21:03   16.49        0      0.60     8.00     8.60
     29     yse         0     90    1.16     24.3                   GRB251013C.json 345.83  -0.12 2025-10-31T01:11:59.864 22:11 21:11   13.78        0      0.51     2.33     2.84
     23     yse         0    100    1.08     21.6                      2025vjw.json 347.25  -7.43 2025-10-31T01:14:50.174 22:14 21:14    7.44        0      0.27     2.00     2.27
     25     yse         0    110    1.07     19.2                          393.json 345.62  -9.85 2025-10-31T01:17:06.551 22:17 21:17    2.90        0      0.11     8.00     8.11
     37     yse         1    120    1.01     23.6                      2025tqb.json 342.65 -34.29 2025-10-31T01:25:12.935 22:25 21:25   24.59        1      3.90     2.00     5.90
     28     yse         0    130    1.06     45.9                          ELA.json   9.45 -43.98 2025-10-31T01:31:07.044 22:31 21:31   22.80        0      0.84    16.00    16.84
     43     eta         0    140    1.38     63.1                          smc.json  13.59 -72.51 2025-10-31T01:47:57.197 22:47 21:47   28.59        0      1.05    11.33    12.38
      3  desirt         0    150    1.08     51.1             DESIRT_20-20-1_i.json  20.77 -19.59 2025-10-31T02:00:20.102 23:00 22:00   53.07        1      4.95     9.17    14.11
      4  desirt         0    160    1.06     51.0             DESIRT_20-20-1_r.json  20.77 -19.59 2025-10-31T02:14:26.861 23:14 22:14    0.00        0      0.00     8.33     8.33
      5  desirt         0    170    1.05     50.9             DESIRT_20-20-1_z.json  20.77 -19.59 2025-10-31T02:22:46.861 23:22 22:22    0.00        0      0.00    10.83    10.83
      6  desirt         0    180    1.05     54.4             DESIRT_20-20-2_i.json  24.72 -22.23 2025-10-31T02:33:36.861 23:33 22:33    4.54        0      0.17     9.17     9.33
      7  desirt         0    190    1.04     54.3             DESIRT_20-20-2_r.json  24.72 -22.23 2025-10-31T02:42:56.839 23:42 22:42    0.00        0      0.00     8.33     8.33
      8  desirt         0    200    1.03     54.2             DESIRT_20-20-2_z.json  24.72 -22.23 2025-10-31T02:51:16.839 23:51 22:51    0.00        0      0.00    10.83    10.83
      9  desirt         0    210    1.04     53.9             DESIRT_20-20-3_i.json  24.05 -17.09 2025-10-31T03:02:06.839 00:02 23:02    5.18        0      0.19     9.17     9.36
     10  desirt         0    220    1.03     53.9             DESIRT_20-20-3_r.json  24.05 -17.09 2025-10-31T03:11:28.234 00:11 23:11    0.00        0      0.00     8.33     8.33
     11  desirt         0    230    1.03     53.8             DESIRT_20-20-3_z.json  24.05 -17.09 2025-10-31T03:19:48.234 00:19 23:19    0.00        0      0.00    10.83    10.83
      2     agn         0    240    1.13     66.9                         X123.json  35.53  -5.31 2025-10-31T03:30:38.234 00:30 23:30   16.28        0      0.60    33.00    33.60
     32     yse         0    250    1.11     66.8                          XMM.json  35.57  -4.78 2025-10-31T04:04:14.047 01:04 00:04    0.54        0      0.02    16.00    16.02
     24     yse         0    260    1.10     86.4                          253.json  61.28 -24.71 2025-10-31T04:20:15.225 01:20 00:20   31.74        0      1.16    16.00    17.16
     36     yse         1    270    1.05     83.4                      2025tis.json  58.84 -28.07 2025-10-31T04:37:25.046 01:37 00:37    4.01        0      0.15     2.33     2.48
     30     yse         0    280    1.02     78.3                       XECDFS.json  52.98 -28.08 2025-10-31T04:39:53.876 01:39 00:39    5.17        0      0.19    16.00    16.19
     31     yse         0    290    1.09     80.8                        XEDFS.json  61.25 -48.42 2025-10-31T04:56:05.256 01:56 00:56   21.32        1      3.78    32.00    35.78
     12  desirt         0    300    1.07     97.2             DESIRT_80_2025_g.json  72.84 -21.19 2025-10-31T05:31:52.163 02:31 01:31   28.77        1      4.05    26.67    30.72
     13  desirt         0    310    1.02     91.3           DESIRT_80_2025_r_1.json  66.49 -21.30 2025-10-31T06:02:35.447 03:02 02:02    5.92        0      0.22     8.33     8.55
     14  desirt         0    320    1.02     95.1           DESIRT_80_2025_r_2.json  70.62 -20.89 2025-10-31T06:11:08.465 03:11 02:11    3.88        0      0.14     8.33     8.48
     19  desirt         1    330    1.03     98.9           DESIRT_80_2025_z_3.json  75.06 -21.09 2025-10-31T06:19:36.996 03:19 02:19    4.15        0      0.15    10.83    10.99
     15  desirt         0    340    1.02     98.8           DESIRT_80_2025_r_3.json  75.06 -21.09 2025-10-31T06:30:36.118 03:30 02:30    0.00        0      0.00     8.33     8.33
     20  desirt         1    350    1.02    102.2           DESIRT_80_2025_z_4.json  79.18 -21.50 2025-10-31T06:38:56.118 03:38 02:38    3.86        0      0.14    10.83    10.97
     16  desirt         0    360    1.02    102.2           DESIRT_80_2025_r_4.json  79.18 -21.50 2025-10-31T06:49:54.610 03:49 02:49    0.00        0      0.00     8.33     8.33
     17  desirt         0    370    1.02     90.9           DESIRT_80_2025_z_1.json  66.49 -21.30 2025-10-31T06:58:14.610 03:58 02:58   11.81        0      0.43    10.83    11.27
     18  desirt         0    380    1.02     94.7           DESIRT_80_2025_z_2.json  70.62 -20.89 2025-10-31T07:09:30.599 04:09 03:09    3.88        0      0.14    10.83    10.98
     42     eta         0    390    1.28     83.5                    lmc.40min.json  78.86 -68.77 2025-10-31T07:20:29.130 04:20 03:20   48.15        1      4.77    41.17    45.93
     41     eta         0    400    1.72    105.9                etale.r.17min.json 161.26 -59.68 2025-10-31T08:06:25.054 05:06 04:06   34.02        0      1.25    17.33    18.58
     39     eta         0    410    1.58    105.3      etale.ec0814.griz.11min.json 158.03 -60.69 2025-10-31T08:24:59.898 05:24 04:24    1.89        0      0.07    10.33    10.40
     40     eta         0    420    1.58    106.1        etale.ec0915.riz.8min.json 161.26 -59.68 2025-10-31T08:35:24.066 05:35 04:35    1.89        0      0.07     6.50     6.57
      1     twi         0    430    2.15    155.2 SheppardTwilightOct31morning.json 162.79  -8.00 2025-10-31T08:43:27.374 05:43 04:43   51.70        1      4.90    12.78    17.68

#####################
### EXTRA TARGETS:
#####################
 jsonID program  priority  order airmass sep_moon   json_short     ra   dec  UT CLT  ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
     33     yse         1     -1     NaN      NaN 2025oxy.json 316.96 18.24 NaN NaN NaN     NaN        0       NaN     3.33      NaN
